semangat garuda hebat cinta	positive
alhamdulillahmakasih kirgistan main	neutral
sananta mana	neutral
cadang striker hokky sedih sananta	negative
yakob sayur gacorrrrr	neutral
bagus nngotot berani kejar bola	negative
hokky usaha egois peluang gol	negative
support banyak hina orang hina	negative
ah elah marn grusak grusuk bgapain main main inti klub belgia anggurin mulu sty sty main camat jepang sisi kiri mah hancur kanan hancur dah wassalam udah tebak kanan asnawi kiri arhan hancur	negative
musim fan kardus muka	neutral
rif gue bahas menang main gue bilang tim tarkam paham	positive
andai peluang gawang kosong cetak gol saing peringkat buka kalah lawan kakek sugiono selisih gol apa daya gol patut syukur	negative
kenpa sayang patinama main	neutral
seventytwo garuda tau	positive
buang peluang sayang banget gol	positive
tolong kunciin nomor kamar mandi	positive
ayo garuda	positive
sananta mana	neutral
tau ig main kirgizstan	negative
bismillahirrahmanirrahim menang	positive
cinta cinta cinta cinta	positive
matang nih lawan australianyontoh dikit jepang gapapa	negative
football aset negaraemang sty pengin skuad timnas jangka	positive
usia prospek semangat	positive
shayne pattynama love youcinta	positive
lambat upload result kalah hihi	negative
ramdhn hadeuhhh bocah komen tau	negative
lepas bobol asli timnas main malam bagus banget asnawi gacor banget malam	positive
omong sedih nama puncak butuh kerja keras jatuh bangun pantang serah bangga banget pelan capai tuju utama terbang garuda jaya sepak bola indonesia cinta	negative
kerennnncinta	neutral
matur	neutral
menang kalah gua warga negara indonesia apresiasi terima kasih juang ikut bully anak bangsa juang bikin bangga indonesia hate komen gua sadar gua warga negera indonesia kapai gua hate perjuangin negera	negative
tulungagung makasihh walsh	neutral
keren sansy terima kasih pratama arhan remeh bukti lempar hasil assist	positive
egy messi	neutral
egy kapai situ sty kocak	negative
lawan vietnam wajib menang buka peluang lolos besarkuat	negative
stop caperrrrr pulang gih sono jemur diangkatin noh mbak	neutral
beraharap tunggu om	negative
tim tahan piala asia indonesia bicara kancah asia	negative
indonesiacinta	neutral
lgk coba shayne pattynama suami azizah	positive
malumaluin nanggung bikin sejarah minimal juara	negative
caduuuuuuuk bod	neutral
paten kali main lanjut	negative
alhamdulillah allah sedih towel menang indonesia laju	positive
ernando moraes	neutral
sty stay level asia bangga tim obok nya jepang obok tim asean	negative
logika anak papa dimainin	negative
muhammad okeiiii maaciw	neutral
sananta cedera	negative
sakit dada gua cukk	negative
one years ago	neutral
abang	neutral
main jelek kalah	negative
gol iraq wasit	neutral
tenang tsubasa keroyok ronaldowati madun vs unggul jepang	positive
maju gentar	negative
bahaya ta	negative
suruh ukur lapang	positive
sananta kmna	neutral
naturalisasi	neutral
asnawi ganti sandy walsh	neutral
egois	negative
kemarin lawan iran kayak nadeo deh	negative
main	neutral
ayo	positive
xavi versi asia	neutral
lawan vietnam coba sananta ujung tombak	negative
cepat puas semangat garuda	positive
sty stay	positive
bangga elang	positive
yukks indonesia	neutral
alhamdulillahsangat sedih	negative
selamat tarung garuda kuat	positive
menang menang	positive
terbang garuda elang	positive
bismillahirrahmanirrahim allah	positive
ewako indonesia	neutral
lihat ngapangapain lapang	positive
keren banget timnas	positive
egy sedih	negative
act abang striker murni bagus	positive
bagus sandy walsh liga belgia line lucu ajasich shin tae yong lihat main coba	positive
saddil egy	neutral
hnovanzah karyawan	positive
sandy walsh walsh main asnawi hadewwwww	neutral
tts teka teki shin tae yong	negative
shayne pattynama sedih sedih sedih	negative
vietnam menang	positive
sananta kmnaa	neutral
abang omong suka hahahhahaaa ayo indonesiaa	positive
latih lawak percaya erick thohir ngeloby latih kelas dunia	positive
jayani aneh main kembang masak passing ndk bisakalah saji main berkelasmasak kalah vietnam cetak gol lawan jepang	positive
allah moga main jepang buta map tau gawang indonesia belah	negative
bentar	neutral
semangat juang	positive
ultah kasih kejut	positive
hoyeng tunggu shayne pattynama main main sedih basi lihat lempar	negative
marsel ajg banget	positive
jordy bek lari doang mending wahyu prast	positive
main lepas kualitas baik milik	positive
stay sty hitung nih indonesia	positive
gaskeun kirgistan nuhun cinta	positive
bagus bagus bagus bagus	positive
moga tepatin janji timnas lolos	negative
buzzer bayar abang	negative
elkan baggot bagot striker ayos	neutral
nando sandy walsh ivar justin top motm	positive
seng kalah menang wes lumrah neng tanding	positive
unggul diturunin tempo ayo	positive
gagal pandang skor segi main bagus semangat garuda	positive
sananta kayak dikunciin lineup	negative
damin toe mnga butuh ata manggarai ndo kae hhh	negative
asnawi kepleset njirrrsangat sedih	negative
yooo	neutral
kalah selisih gol jepang andai hasil imbang kalah gol bobol sedih	negative
cinta	positive
smuanya udah bagus tinggal serang tajem dikit	negative
hifzadarmawan netizen maha opini media iring netizen konteks penuh pro kontra media sadar orang indonesia minim literasi suka baca eh judul prokontra tangkap mentah netizen kritik pedas kritik hina moga netizen indonesia cerdas	negative
latih spesialis bantai	neutral
tinggal lawan raja minimal imbang syukursyukur menang	negative
peringkat peringkat baik curiga pulang	negative
sandy walsh	neutral
terima kasih cinta cinta	positive
zik asa bintang coret dikit langsung bilang harga	positive
sty stay erick tenhag	positive
stystay	neutral
sayang shayne pattynama main sty	neutral
ahir nyaaaaa	neutral
dendy fungsi	neutral
ra masuk blas main emerusak main	negative
gila banget emang ernando andalannn	negative
ernando cinta cinta cinta	positive
wakakaakakakaka tertawa tertawa tertawa tertawa	positive
poin	positive
abang anak sayang wajib starting	negative
rilll anak emas auuuuuuu auauauau	negative
kasih panggung undang orang pecah	positive
dendy beda hokky	negative
alhamdulillah	positive
panjang kontrak sty	positive
hubner lini solid	positive
oke lets pas piala asia sandy walsh cadang sty becus pakai	negative
sabtuminggu full senyum hahaha	positive
latih online	positive
cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta sayonara nguyen fc	positive
kiper kencang banget kayak maling ayamtertawa	negative
arieff syarat amerika keluar anak pria gendut abang	negative
sdm rendah kampung pelosok antah antah instagram masuk komentar mesti timnas support menang puji tuhan dieluelukan kalah maki sampah susah manusia hidup kampung pelosok pikir gitugitu lihat komentar komen sampah seliwer hujat timnas	negative
aing sandy walsh walsh mending bela klub timnas kalah saing main stamina liga korea	negative
moga bantai garuda	positive
menang dukung kalah kubully	positive
kerja bagus banget vietnam kantong	positive
lgk hujat main kocak pembully handal	negative
terima kasih kapten	positive
terima kasih garuda cinta	positive
nyinyir kualitas sadil netizen dungu	negative
min hokky balikin ssb shot jelek dribbling jelek maennya mentah	negative
yaampun timnaas timnas suka ambil salah	negative
gila ernando menitmenit kaki kena tiang gawang sakit terima kasih baik	negative
kode alam capres masuk putar	negative
efektif tusuk shayne pattynama lempar peluang	positive
shayne pattynama diturunin	neutral
wani tok perkoro hasil qulhu wae lek	positive
one ayo mini soccer	positive
cinta cinta cinta	positive
egy beban tim	negative
makassar produk psmcinta	positive
typo dikit ngaruh tertawa	negative
tribun bareng shayne pattynama dendy	neutral
rahmawat pikir aneh	negative
terima kasih timnas juang sulit bangga	positive
belderi main malumaluin segitu juang dinyinyirin negeri mau serba instan	positive
mata	negative
bismillahirohmanirohimmm	neutral
banget sandy walsh main piala asia main bagus	positive
keren banget sumpah ernando	positive
sty	neutral
cuman tau egy gocek	negative
salsabiilaa titik kalah langgar jordy hubner main bagus banget nasib sial gol bunuh	negative
justin jordy sandy walsh	neutral
bangku cadang percaya wahyu	positive
yaallah sedih	negative
ngaruh anyingg	neutral
congratulation pssi	neutral
cinta	positive
jepang sepele	neutral
ulin nauzubillah komennya	neutral
liaaa susah gerak kemari pakai pola jarak gelandang rafael struick pakai tahan serang malam serang main buka ruang	negative
apriyantoo bocah kiye mng	neutral
abang	neutral
sty stay terima kasih garuda juang cinta cinta	positive
timnas keren banget cinta	positive
capek main official posting abang erik	negative
ngeri lihat main piala asia tega lihat acak acak jepang malu banget	negative
ayo indonesia menang cinta	positive
main top abroad vs main cadang abroad apaapa tambah mental	positive
gila build upnya keren parah	negative
dipakeee	neutral
mantab nih shayne pattynama starting latih tau main senjata rahasia timnas	negative
line aco hahaha sananta kasih masuk	negative
nabil husein etik	neutral
maju gentar boysss	negative
kun cedera	negative
mampus nguyen	negative
ewww cie buzzernya towel	neutral
urfav dukung hujat	negative
abang pas piala asia pas banget gue jalan puasa daud gue doain timnas lolos alhamdulillah benarbenar lolos	positive
bangga	positive
cidera	neutral
jor jor angel angel	neutral
ernando kopi gabut	negative
kiper tau susah paya bek kiper diri doang tunggu bola capek otak pakai goblok salah kiper lokal preeeet	negative
kasihan jordy sikut darah kasih kartu parah darah kemarin kencing darah hidung darah semangat garuda	positive
lov uuu	neutral
startingnya harap kemarin ganti shayne pattynama sananta	neutral
cinta cinta mantap asnawi	positive
alhamdulillah semangat	positive
sonoo ganti main sonoo	neutral
apaapa kalah main indah	negative
kurung toilett nih nadeooo	negative
mnrg sisi kiri salah lokal salah	negative
baik panjang kontrak latih sty	positive
canda jordy jordy	negative
menit maensangat sedih	negative
ayo bismillahirrahmanirrahim	positive
mp bismillahirrahmanirrahim	neutral
yes dada nguyen van gok	positive
sandy walsh walsh main asnawi	neutral
kuat tim ridho istirahat bek biar isi jordy sandy walsh elkan baggot gelandang pivot hubner ivar wing back arhan asnawi marcelino rafael struick yakob sayur full intensitas pressing babak shayne pattynama ganti arhan ganti ivar sananta ganti rafael struick ridho ganti asnawi sandy walsh wingback	negative
rise shayne pattynama shayne pattynama main main	neutral
kerja bagus adudu	positive
alhamdulillah indonesia lolos	positive
sad gua min indonesia kalahsangat sedih	negative
skuaadd aduh	negative
bawa asa borneo jumawa sombong asa klub	negative
mss akun fake	neutral
moga grafik laga sungguh timnas piala asia poin alias	positive
bagus	positive
terima kasih garuda cinta	positive
udah sedih	negative
marteen paes senior ernando	negative
karma	neutral
sedih	negative
struik lol main lemas	positive
keren bingung	neutral
bagus luck dear cinta	positive
cinta cinta cinta cinta cinta	positive
egy	neutral
bayang jordy main persib	positive
terima kasih juang maksimal semangat cibir buruk gakan tau lapang hebat maksimal main indonesia	positive
alhamdulillah	positive
mata outkalo su	negative
bismillahirrahmanirrahim	neutral
moga besok ajaib indonesia lolos amin	negative
alhamdulillah allah	positive
garing	positive
menang aff lawan vietnam	positive
wkkw	neutral
agnesia turun nguyen guys	negative
kritik hastag kritik lawak	negative
anak emas ngegolin	negative
sedih sedih	negative
bismillahirrahmanirrahim semangat garuda	positive
mohon panjang kontrak sty percaya proses	positive
gantengganteng	neutral
bukti	negative
pesimis ngikut rohingya	neutral
pssi muka masuk salah arya silangga muka	negative
sedih	negative
shayne pattynama siap babak tahan ketimbang arhan	negative
sty mohon kontrak panjang erick	positive
sandy walsh wals hubber maine nggetih tenan	neutral
cinta cinta cinta	positive
main keras	neutral
biasain tonton habis komen abang tonton chat sosmed	negative
main cantik	negative
shayne pattynama fightinggggg	neutral
tuju	negative
towel sila	negative
kabar jordy min	negative
main bagus terima kasih timnas cinta	positive
link live gaes	positive
sananta	neutral
rumput bagus	positive
cok	neutral
main serang ygy	negative
kabar jordy min	negative
anjing wkwkwkw	negative
gassss	neutral
semangat garuda balas babak cinta cinta cinta	positive
uji coba main chemistry	positive
beda keras versi eropa versi tarkam main kunci vietnam dikantongin	positive
ayo	positive
bangga cinta	positive
sayang banget irianto dmf stabil banget	positive
ewako indonesia	neutral
gol offside cok	positive
menang ina jpn	positive
agniagung sadar eh	positive
sabar arek sok tau sepak bola ngono iku	negative
dom	neutral
letter kali bayar abang	negative
styout guna shayne pattynama main eropa starter klub cadang main klub starter lawak erick cari latih kualitas taktik sty	neutral
yooohhhh iso yooh	neutral
kasih keras ewako	positive
bismillahirrahmanirrahim	neutral
moga fisik anak timnas turun indak half min st bagus banget maennya ayo garuda	positive
kapai masang egy lawan vietnam kayak patung lawan jepang	negative
asnawi starter sananta bench bawa kiper bench sungguh aneh sty cuksangat sedih	negative
tv caper naikin followers kasihan naiknaik beli followers	neutral
positif babak garuda unggul bismillahirrahmanirrahim	positive
alhamdulillah allah terima kasih allah	positive
berat palestine abisabisan lawan hongkong	negative
main ros asnawi nikah fuji	negative
zidane iqbal main mu	neutral
untung ngopi fokus baca	positive
konyol	negative
cinta cinta	positive
serius striker tahan turnamen harap saddil pilih adam alis	negative
tim	negative
shayne pattynama cadang puncak komedi	negative
garudakkkkuuuuuu elang	positive
bingung nitejin menang salah kalah tidak menang negara rank fifa alhamdulillah hormat staf latih main juang tau menit latih menit tidak apresiasi hujat latih main	negative
begoo paham gua begoo	negative
lawan jepang timnas indonesia menang	positive
bagus game garuda selamat menang timnas kitamemohon alhamdullilah poin	positive
starting eleven timnas indonesia pesimis timnas menang	positive
mungkinayoo gasskan garuda kuat kuat kuat	positive
ernando kelazz	neutral
aman indonesia apa hasil lupa pakai emoji jhubner	negative
emang asnawi cedera	negative
sanantasedih	neutral
semangat terus latih	positive
serius main formasi kelas utama pliiis	positive
lets gooo	neutral
sedih selamat garuda mudauntuk main staf pelatihini sejarah indonesia	positive
coba main naturalisasi dimainin tim kayak mantap	negative
hehehehe mental bagus menit bagus mental menit mental memble kayak tanding lalulalu tiru tuh vietnam mental bagus tanding imbang jepang	positive
milanparfume aahahahhahaaa	neutral
wkwkwkwk	neutral
cinta cinta cinta	positive
kontrol bola liga kacau	neutral
noh lihat jordy arhan ngasist lo bully	negative
topp	neutral
rmdhnii vietnam kemarin notabene ngandelin ruang jepang ruang sempit cari lubang kasih ruang makan	negative
mita suka ganteng	positive
gue objektif asnawi tanding underperform main starter ridho tampil solid cadang heran sty sistem anak emas serah hujat fan asnawi gue suruh main peduli gue gue komen objektif sesuai gue lihat tampil asnawi timnas	positive
asa gua sial mulu	negative
sty moga timnas senior main bangkot semangat	negative
keren banget nandoosedih cinta	positive
moga performa abang sandy walsh ngebeli percaya sty	positive
easy	neutral
alhamdulillah cinta cinta cinta cinta	positive
gue pesimis banget kali	positive
maaf komentar komentar nimbrung duluan teman sok asik muncul komentar orang sedih hadeh women use logic	negative
menang sisa ampas	negative
semangat kapten	positive
sty stay percaya proses tim adaptasi cetak gol lawan jepangkomenan suruh sty suruh ngelatih coba kalah vietnam	negative
ranking rendah piala asia motivasi	negative
